age,income,dti,utilization,num_delinq,employment_years,default
25.0,67053.0,0.094,0.431,1,3.0,1
29.0,38957.0,0.048,0.239,0,11.6,1
39.0,43789.0,0.116,0.248,0,3.2,1
44.0,83056.0,0.176,0.402,0,7.1,1
41.0,93447.0,0.137,0.153,0,3.6,0
31.0,56034.0,0.207,0.309,0,1.4,0
51.0,29805.0,0.37,0.159,0,5.2,1
49.0,46733.0,0.112,0.276,0,2.0,0
38.0,26353.0,0.273,0.351,0,6.2,0
32.0,56252.0,0.069,0.78,0,10.1,0
47.0,61556.0,0.291,0.131,0,18.4,0
42.0,47318.0,0.222,0.536,0,5.6,1
23.0,61136.0,0.102,0.519,1,2.5,1
39.0,66733.0,0.158,0.211,0,9.9,1
43.0,61601.0,0.165,0.395,1,6.9,0
29.0,29710.0,0.134,0.524,0,5.7,1
42.0,47733.0,0.5,0.312,0,6.9,1
23.0,66498.0,0.224,0.33,0,16.4,0
56.0,119295.0,0.204,0.321,0,8.6,0
55.0,47289.0,0.33,0.365,1,3.6,0
37.0,71355.0,0.137,0.059,2,4.5,1
44.0,84042.0,0.529,0.487,0,2.2,1
18.0,49104.0,0.226,0.2,0,4.2,0
26.0,96202.0,0.417,0.263,1,7.9,1
36.0,98823.0,0.21,0.103,1,4.2,1
27.0,108033.0,0.397,0.226,1,2.6,1
49.0,68133.0,0.241,0.828,0,6.1,1
64.0,176322.0,0.264,0.539,2,5.0,0
26.0,39829.0,0.384,0.249,0,7.1,1
30.0,156692.0,0.287,0.079,0,1.9,0
43.0,79551.0,0.242,0.243,0,4.8,0
59.0,105894.0,0.35,0.794,0,3.5,1
25.0,46165.0,0.184,0.378,0,5.9,0
43.0,82639.0,0.39,0.29,1,4.5,1
62.0,110579.0,0.303,0.251,1,19.4,0
20.0,31455.0,0.153,0.662,0,3.2,1
25.0,49928.0,0.271,0.674,0,15.0,0
35.0,18571.0,0.152,0.707,0,5.9,1
34.0,49555.0,0.232,0.541,1,9.9,1
50.0,36026.0,0.254,0.213,0,1.7,0
43.0,48587.0,0.035,0.528,0,5.0,0
19.0,233707.0,0.288,0.118,0,4.6,1
46.0,127887.0,0.17,0.562,0,15.7,1
33.0,26378.0,0.174,0.274,0,12.1,0
55.0,71530.0,0.323,0.447,0,1.9,1
32.0,80778.0,0.133,0.611,2,9.1,1
32.0,45755.0,0.173,0.367,0,10.1,1
46.0,59228.0,0.484,0.329,0,2.3,1
49.0,62193.0,0.088,0.474,0,11.3,1
45.0,27631.0,0.25,0.262,0,1.9,1
20.0,32349.0,0.174,0.371,0,3.7,0
46.0,59051.0,0.305,0.64,0,5.9,1
28.0,56937.0,0.152,0.481,1,16.7,1
43.0,38014.0,0.183,0.454,0,9.4,1
23.0,36418.0,0.162,0.286,0,2.3,1
45.0,51798.0,0.438,0.576,0,9.2,1
30.0,84379.0,0.296,0.175,1,14.1,1
25.0,52144.0,0.13,0.292,1,11.4,0
49.0,121950.0,0.463,0.556,1,0.6,1
43.0,38257.0,0.054,0.424,0,4.9,1
33.0,59668.0,0.055,0.798,1,15.3,0
57.0,45381.0,0.268,0.12,1,15.1,1
35.0,72692.0,0.19,0.676,0,6.4,1
40.0,36651.0,0.278,0.301,0,6.0,0
43.0,142017.0,0.672,0.147,1,6.1,1
33.0,23265.0,0.248,0.359,1,14.6,1
46.0,127738.0,0.464,0.604,0,4.3,1
34.0,56670.0,0.282,0.577,1,1.5,1
35.0,71411.0,0.229,0.265,0,3.6,1
56.0,105584.0,0.241,0.31,0,9.7,1
28.0,83186.0,0.252,0.464,0,3.5,1
18.0,37609.0,0.66,0.506,0,15.4,1
59.0,73134.0,0.43,0.343,0,0.7,1
71.0,137825.0,0.019,0.611,0,8.5,0
35.0,34765.0,0.23,0.479,1,2.6,0
18.0,156250.0,0.237,0.242,0,6.2,0
36.0,65700.0,0.401,0.584,0,10.0,0
37.0,43625.0,0.206,0.519,0,9.5,1
38.0,34660.0,0.325,0.124,0,10.1,0
27.0,48453.0,0.236,0.284,0,7.3,1
47.0,20381.0,0.383,0.538,0,1.7,0
46.0,44019.0,0.107,0.643,0,7.7,0
22.0,47502.0,0.455,0.307,0,8.6,1
48.0,31659.0,0.161,0.129,0,4.5,0
65.0,78741.0,0.063,0.343,0,10.4,0
42.0,48563.0,0.228,0.085,0,17.8,1
36.0,39423.0,0.347,0.401,1,12.7,1
38.0,46043.0,0.156,0.397,0,2.7,1
47.0,64702.0,0.243,0.313,1,4.1,1
19.0,56197.0,0.062,0.413,0,9.2,1
42.0,38159.0,0.285,0.433,1,1.4,1
35.0,57689.0,0.055,0.119,0,5.0,0
62.0,52821.0,0.024,0.345,1,9.7,1
38.0,30646.0,0.063,0.434,0,4.2,1
60.0,46899.0,0.054,0.291,0,1.9,0
27.0,72379.0,0.294,0.316,1,2.4,1
47.0,72119.0,0.28,0.625,1,5.2,1
44.0,48292.0,0.054,0.706,0,6.3,1
30.0,75992.0,0.396,0.302,0,5.2,0
42.0,33191.0,0.111,0.427,0,8.3,0
55.0,33709.0,0.074,0.283,0,2.9,0
36.0,47780.0,0.573,0.634,0,1.4,0
20.0,114552.0,0.093,0.123,1,6.6,0
40.0,58784.0,0.232,0.631,1,6.1,1
29.0,47208.0,0.218,0.387,0,4.9,1
36.0,117251.0,0.353,0.13,0,8.6,1
39.0,46936.0,0.215,0.674,0,4.6,0
20.0,165606.0,0.166,0.824,1,4.8,1
21.0,41955.0,0.583,0.448,2,9.2,1
46.0,32667.0,0.09,0.284,1,5.1,1
34.0,49852.0,0.217,0.2,0,5.3,1
18.0,47832.0,0.412,0.336,0,12.2,0
49.0,36176.0,0.301,0.42,0,2.1,1
43.0,198985.0,0.073,0.709,0,9.3,0
31.0,63533.0,0.271,0.265,0,6.2,0
24.0,68331.0,0.38,0.371,2,6.0,1
50.0,43005.0,0.185,0.466,0,2.9,1
44.0,40585.0,0.081,0.171,0,2.7,0
69.0,90471.0,0.387,0.855,0,1.1,1
45.0,23437.0,0.098,0.289,0,5.5,1
45.0,30594.0,0.399,0.126,1,8.1,1
38.0,47875.0,0.448,0.444,1,3.2,0
50.0,106460.0,0.126,0.228,0,9.6,0
48.0,44925.0,0.04,0.612,0,4.7,1
55.0,66708.0,0.45,0.274,1,3.6,1
34.0,54933.0,0.03,0.182,0,3.6,0
35.0,103583.0,0.184,0.476,1,2.7,1
34.0,24530.0,0.019,0.433,0,5.8,0
49.0,78275.0,0.106,0.217,0,4.5,0
58.0,49048.0,0.066,0.434,1,7.5,1
34.0,86029.0,0.523,0.232,0,6.4,1
35.0,35967.0,0.167,0.456,2,1.6,0
44.0,54841.0,0.211,0.342,0,4.9,0
37.0,51470.0,0.225,0.107,0,2.3,1
51.0,32820.0,0.54,0.406,0,4.6,0
18.0,28561.0,0.018,0.056,0,12.6,0
30.0,40530.0,0.268,0.148,0,7.3,1
31.0,57813.0,0.311,0.219,0,7.1,0
18.0,37106.0,0.412,0.044,1,3.1,1
28.0,45934.0,0.276,0.467,0,8.6,1
29.0,21102.0,0.068,0.354,0,1.8,0
38.0,45012.0,0.347,0.539,1,7.8,1
53.0,90381.0,0.143,0.118,1,5.4,0
37.0,77079.0,0.022,0.808,0,3.9,1
28.0,51872.0,0.206,0.423,0,6.0,0
39.0,61195.0,0.436,0.556,1,4.1,1
53.0,35806.0,0.113,0.168,0,7.9,1
28.0,122054.0,0.477,0.518,0,8.8,0
29.0,152342.0,0.507,0.255,1,7.7,1
47.0,58830.0,0.451,0.081,0,11.5,0
37.0,197866.0,0.388,0.303,0,5.2,1
48.0,38558.0,0.514,0.195,0,6.7,1
40.0,28983.0,0.46,0.368,1,10.4,1
48.0,37994.0,0.24,0.242,0,4.6,1
28.0,48545.0,0.56,0.365,0,3.4,1
40.0,172135.0,0.452,0.275,0,5.5,1
37.0,47071.0,0.616,0.394,0,9.1,1
25.0,35248.0,0.236,0.381,1,6.8,1
21.0,34571.0,0.359,0.165,0,3.1,0
48.0,95799.0,0.241,0.297,0,2.8,0
36.0,89201.0,0.162,0.502,1,6.4,1
28.0,42500.0,0.308,0.427,0,4.3,1
39.0,21207.0,0.226,0.367,1,7.4,1
54.0,30813.0,0.041,0.167,0,5.8,0
18.0,128107.0,0.292,0.275,1,3.9,0
22.0,76451.0,0.129,0.203,0,1.9,1
29.0,55979.0,0.262,0.315,0,4.1,0
58.0,137918.0,0.289,0.488,2,2.9,1
43.0,144230.0,0.303,0.324,0,11.3,1
49.0,53212.0,0.14,0.164,1,3.0,1
26.0,53702.0,0.201,0.526,0,14.1,0
27.0,40497.0,0.484,0.535,0,12.7,1
45.0,46990.0,0.225,0.693,0,14.8,1
41.0,25767.0,0.355,0.242,0,16.0,0
47.0,25714.0,0.104,0.063,0,6.0,0
38.0,22895.0,0.228,0.287,0,8.4,0
43.0,93169.0,0.017,0.319,0,8.0,0
42.0,24817.0,0.513,0.274,1,7.2,1
49.0,143628.0,0.268,0.625,0,9.4,1
50.0,37602.0,0.563,0.307,1,6.4,1
21.0,129143.0,0.376,0.57,1,9.8,1
18.0,45138.0,0.094,0.253,1,4.8,0
52.0,24758.0,0.549,0.292,0,2.1,1
54.0,102939.0,0.055,0.118,0,3.3,0
28.0,109200.0,0.331,0.079,0,6.6,0
18.0,34440.0,0.289,0.285,0,11.2,0
41.0,45898.0,0.245,0.096,0,12.2,1
51.0,34444.0,0.116,0.456,0,3.5,0
62.0,51008.0,0.621,0.544,0,1.1,1
46.0,57177.0,0.503,0.436,0,3.3,1
36.0,45447.0,0.372,0.701,0,5.2,0
29.0,21819.0,0.496,0.366,1,7.5,1
40.0,40520.0,0.201,0.144,0,2.4,0
36.0,77015.0,0.222,0.594,1,2.8,1
28.0,48803.0,0.146,0.412,0,7.4,1
65.0,45995.0,0.502,0.706,1,5.2,1
61.0,34017.0,0.423,0.417,0,3.8,0
54.0,39934.0,0.612,0.739,1,5.7,0
29.0,109587.0,0.302,0.365,0,5.4,1
50.0,30642.0,0.234,0.51,0,4.9,1
48.0,77685.0,0.143,0.158,0,13.4,0
45.0,55466.0,0.513,0.306,1,2.3,1
55.0,61231.0,0.063,0.347,2,9.0,1
48.0,37565.0,0.49,0.218,1,5.1,1
49.0,45438.0,0.191,0.283,1,12.7,0
48.0,54022.0,0.291,0.087,0,5.1,0
44.0,41759.0,0.224,0.556,1,13.1,1
19.0,63941.0,0.269,0.198,0,4.2,0
41.0,68099.0,0.441,0.562,1,7.9,1
33.0,160549.0,0.022,0.426,0,4.7,0
25.0,62261.0,0.225,0.23,0,5.7,0
60.0,20824.0,0.095,0.591,0,1.5,1
61.0,96907.0,0.096,0.316,0,3.9,0
56.0,48926.0,0.342,0.358,0,7.9,0
43.0,148147.0,0.201,0.277,1,14.1,0
56.0,113036.0,0.059,0.347,0,3.4,1
40.0,42082.0,0.094,0.143,0,5.4,1
42.0,77726.0,0.246,0.534,0,12.1,0
27.0,40256.0,0.06,0.266,0,4.7,1
45.0,54249.0,0.405,0.557,0,11.8,1
41.0,75962.0,0.624,0.88,0,10.6,0
24.0,94514.0,0.117,0.602,0,9.9,1
39.0,84762.0,0.126,0.402,1,3.0,1
39.0,56246.0,0.21,0.494,0,10.1,0
62.0,187533.0,0.097,0.274,1,1.8,1
51.0,45138.0,0.094,0.472,0,8.7,1
40.0,24256.0,0.076,0.163,1,1.6,0
43.0,26706.0,0.108,0.673,0,6.0,1
41.0,113210.0,0.435,0.446,2,4.0,1
38.0,52139.0,0.289,0.371,1,14.1,1
27.0,58661.0,0.412,0.153,0,6.0,0
38.0,41305.0,0.228,0.426,0,9.5,1
31.0,43202.0,0.242,0.467,2,7.5,1
25.0,36551.0,0.199,0.184,0,5.3,0
46.0,68568.0,0.228,0.183,0,11.9,0
45.0,51602.0,0.246,0.243,0,3.5,0
19.0,67340.0,0.412,0.847,0,3.6,1
39.0,64197.0,0.171,0.151,0,9.3,1
52.0,43786.0,0.216,0.298,0,5.7,0
53.0,26125.0,0.22,0.369,0,5.2,0
52.0,25012.0,0.389,0.091,0,8.3,1
40.0,246059.0,0.458,0.342,0,10.0,1
30.0,113447.0,0.258,0.238,0,16.5,0
27.0,105883.0,0.447,0.402,1,2.9,1
44.0,38665.0,0.309,0.584,1,6.6,1
45.0,54435.0,0.111,0.401,0,8.6,0
55.0,36038.0,0.212,0.441,0,6.1,1
53.0,28112.0,0.356,0.558,0,5.9,0
38.0,40361.0,0.098,0.321,2,1.3,1
25.0,105145.0,0.308,0.778,0,12.9,1
36.0,82485.0,0.25,0.514,0,1.5,1
43.0,33355.0,0.433,0.235,1,5.0,1
38.0,46286.0,0.084,0.413,0,4.2,1
33.0,78792.0,0.122,0.228,1,5.7,1
43.0,40722.0,0.294,0.607,1,7.2,1
34.0,56376.0,0.424,0.344,0,2.8,1
32.0,66232.0,0.34,0.596,0,3.5,0
44.0,65872.0,0.439,0.317,1,7.7,1
35.0,61517.0,0.424,0.262,0,6.5,0
43.0,39072.0,0.574,0.267,1,8.6,1
43.0,41131.0,0.129,0.625,0,11.5,1
26.0,30736.0,0.4,0.418,0,13.8,1
34.0,24818.0,0.338,0.453,0,2.8,1
57.0,51156.0,0.246,0.603,1,8.9,1
26.0,81481.0,0.125,0.433,0,6.9,1
18.0,27170.0,0.514,0.669,0,9.6,1
18.0,62099.0,0.108,0.427,2,7.7,1
40.0,80203.0,0.349,0.103,0,2.8,1
40.0,21626.0,0.107,0.622,1,4.6,0
39.0,47321.0,0.125,0.735,0,11.4,0
55.0,123390.0,0.236,0.319,0,3.5,0
18.0,71394.0,0.433,0.357,1,14.6,0
45.0,21264.0,0.408,0.162,0,2.1,0
59.0,75295.0,0.036,0.308,0,3.5,0
26.0,37277.0,0.452,0.184,1,5.2,0
35.0,76546.0,0.391,0.436,0,4.3,1
31.0,38367.0,0.185,0.24,1,5.2,1
29.0,52759.0,0.234,0.099,0,8.7,1
36.0,41408.0,0.158,0.486,0,4.5,0
57.0,54262.0,0.427,0.492,0,10.6,0
62.0,40797.0,0.142,0.321,0,1.8,0
36.0,48447.0,0.301,0.308,0,2.3,0
63.0,30098.0,0.382,0.112,1,2.6,1
40.0,69240.0,0.409,0.338,0,3.7,0
61.0,59139.0,0.321,0.44,0,4.4,1
39.0,24143.0,0.626,0.501,0,2.3,1
42.0,89006.0,0.332,0.275,0,4.4,0
44.0,49605.0,0.232,0.319,0,4.2,0
78.0,58740.0,0.18,0.304,2,3.4,0
50.0,79402.0,0.217,0.129,1,6.5,0
32.0,63839.0,0.426,0.208,0,6.2,1
52.0,97013.0,0.102,0.48,1,1.8,1
36.0,46787.0,0.171,0.182,0,2.8,1
34.0,90873.0,0.393,0.207,1,7.6,0
51.0,57611.0,0.196,0.114,0,4.3,0
40.0,69830.0,0.236,0.247,0,2.6,1
43.0,66291.0,0.164,0.636,0,5.6,1
40.0,100747.0,0.236,0.701,0,3.9,1
44.0,77707.0,0.565,0.191,0,5.9,1
45.0,43414.0,0.507,0.178,0,4.1,0
18.0,39315.0,0.098,0.183,0,13.5,1
48.0,52845.0,0.34,0.462,0,8.7,1
28.0,37047.0,0.344,0.192,1,4.5,1
23.0,32013.0,0.066,0.21,1,1.9,1
39.0,18694.0,0.092,0.324,0,5.0,0
41.0,24968.0,0.413,0.364,0,3.0,1
32.0,146196.0,0.047,0.161,0,2.4,1
50.0,39017.0,0.171,0.485,1,5.0,1
24.0,140327.0,0.272,0.198,0,8.4,0
35.0,66276.0,0.039,0.103,0,2.7,0
33.0,52845.0,0.211,0.31,0,9.2,1
39.0,25583.0,0.247,0.689,0,9.3,1
43.0,54303.0,0.286,0.424,0,8.8,0
28.0,139538.0,0.144,0.36,0,9.7,0
49.0,118045.0,0.157,0.547,2,4.2,1
41.0,62138.0,0.356,0.118,0,3.9,0
18.0,30506.0,0.364,0.266,0,10.8,1
18.0,33571.0,0.22,0.084,0,7.6,1
40.0,35373.0,0.043,0.624,0,2.1,1
37.0,102650.0,0.112,0.185,0,1.5,1
39.0,122499.0,0.403,0.321,1,4.0,1
40.0,59751.0,0.243,0.431,1,4.7,1
43.0,46558.0,0.145,0.475,2,5.5,1
51.0,117519.0,0.395,0.443,1,10.1,1
27.0,33214.0,0.31,0.451,0,3.2,0
26.0,55599.0,0.24,0.48,1,4.4,0
27.0,68288.0,0.061,0.692,1,5.3,1
43.0,35193.0,0.243,0.24,0,5.4,1
55.0,39421.0,0.138,0.103,0,4.0,1
35.0,37916.0,0.371,0.192,0,9.8,1
18.0,110014.0,0.262,0.645,0,6.7,0
20.0,141094.0,0.368,0.354,0,2.2,0
30.0,57377.0,0.721,0.312,1,3.3,0
33.0,47377.0,0.252,0.366,2,1.8,1
35.0,40138.0,0.136,0.189,0,6.8,0
40.0,54224.0,0.193,0.205,0,7.4,1
36.0,41146.0,0.529,0.244,0,8.5,0
53.0,51611.0,0.231,0.336,1,1.6,0
32.0,66610.0,0.203,0.315,0,2.6,0
30.0,44238.0,0.308,0.216,1,5.3,1
46.0,49277.0,0.121,0.134,0,7.3,1
22.0,49379.0,0.141,0.119,0,0.6,0
45.0,46222.0,0.19,0.239,0,5.2,1
41.0,43446.0,0.343,0.144,1,9.2,0
38.0,79308.0,0.257,0.379,1,5.4,1
59.0,22351.0,0.122,0.5,0,5.7,1
33.0,119031.0,0.716,0.26,1,3.0,1
65.0,57975.0,0.292,0.448,0,5.3,1
37.0,73498.0,0.259,0.399,0,6.3,0
25.0,77850.0,0.461,0.339,0,6.9,0
41.0,38024.0,0.186,0.543,0,15.9,1
27.0,34297.0,0.261,0.333,0,3.8,1
31.0,32334.0,0.106,0.106,1,8.7,0
45.0,47881.0,0.199,0.464,0,8.7,0
47.0,76849.0,0.178,0.606,1,7.6,1
33.0,40462.0,0.334,0.119,0,4.4,0
52.0,73421.0,0.348,0.268,0,6.9,1
54.0,16581.0,0.346,0.299,0,3.2,0
57.0,44677.0,0.135,0.223,1,4.6,1
46.0,97107.0,0.095,0.46,0,10.9,1
56.0,49737.0,0.237,0.371,0,11.1,0
18.0,35790.0,0.118,0.62,1,8.6,0
36.0,39010.0,0.09,0.604,1,3.8,0
30.0,11920.0,0.276,0.725,0,6.9,1
41.0,32666.0,0.346,0.297,1,5.6,1
33.0,91915.0,0.321,0.304,0,7.9,0
38.0,40485.0,0.331,0.327,0,0.9,1
63.0,42947.0,0.492,0.496,0,7.8,0
38.0,16884.0,0.14,0.567,1,9.3,0
45.0,23971.0,0.491,0.415,1,7.3,0
37.0,98226.0,0.061,0.28,0,6.5,0
41.0,73766.0,0.434,0.106,0,8.8,0
40.0,28319.0,0.573,0.248,0,6.7,1
45.0,39526.0,0.266,0.295,0,4.0,1
54.0,53392.0,0.17,0.426,0,15.0,1
60.0,29790.0,0.173,0.401,1,2.9,0
44.0,19889.0,0.311,0.505,2,3.1,1
47.0,50031.0,0.447,0.36,0,6.7,0
26.0,72136.0,0.284,0.428,0,10.6,1
39.0,72833.0,0.423,0.655,0,10.7,1
51.0,83920.0,0.397,0.654,1,5.6,1
50.0,24915.0,0.092,0.636,0,6.9,1
43.0,55768.0,0.179,0.396,0,2.3,1
51.0,47371.0,0.089,0.572,0,3.6,0
46.0,51864.0,0.624,0.249,2,6.3,1
54.0,48733.0,0.518,0.64,0,6.4,1
43.0,38940.0,0.156,0.439,0,6.2,0
36.0,11981.0,0.477,0.279,1,8.8,1
44.0,96850.0,0.386,0.527,1,5.8,1
18.0,63895.0,0.054,0.671,0,9.9,0
45.0,25793.0,0.394,0.46,2,1.2,1
18.0,68636.0,0.098,0.755,1,2.3,1
19.0,43319.0,0.236,0.123,1,6.9,1
45.0,43937.0,0.146,0.558,1,2.5,1
46.0,36894.0,0.127,0.802,1,9.3,1
26.0,70860.0,0.251,0.501,0,2.6,1
31.0,36319.0,0.25,0.096,1,6.6,1
56.0,31307.0,0.295,0.115,2,3.6,1
34.0,95404.0,0.463,0.83,1,9.7,1
67.0,49541.0,0.233,0.603,1,6.3,1
40.0,50325.0,0.395,0.399,0,11.8,1
45.0,76591.0,0.061,0.58,0,7.4,1
59.0,38801.0,0.416,0.466,0,1.9,1
42.0,42870.0,0.554,0.388,0,6.4,1
28.0,63124.0,0.451,0.14,0,4.6,1
39.0,25067.0,0.597,0.218,1,4.4,1
40.0,60509.0,0.314,0.33,0,4.7,1
24.0,37129.0,0.157,0.723,1,12.2,1
37.0,83095.0,0.441,0.173,0,11.4,0
31.0,71206.0,0.04,0.247,0,1.1,0
51.0,66654.0,0.167,0.508,1,1.9,0
40.0,24258.0,0.092,0.453,0,7.3,0
37.0,51447.0,0.137,0.52,0,4.3,1
39.0,30073.0,0.368,0.506,0,8.8,1
43.0,53187.0,0.174,0.094,0,1.6,1
47.0,17024.0,0.221,0.497,0,3.1,0
28.0,25074.0,0.238,0.957,0,6.1,0
28.0,98176.0,0.094,0.128,0,0.5,0
53.0,65155.0,0.321,0.275,1,6.1,0
35.0,45392.0,0.21,0.616,0,6.3,0
23.0,34394.0,0.41,0.439,2,5.3,1
45.0,31504.0,0.268,0.625,0,2.8,1
46.0,59879.0,0.239,0.13,1,7.6,1
22.0,45624.0,0.238,0.718,1,2.8,1
43.0,117398.0,0.449,0.479,0,4.2,1
49.0,49396.0,0.425,0.525,0,6.9,1
44.0,55791.0,0.451,0.215,0,4.2,0
48.0,27058.0,0.105,0.267,1,5.2,0
23.0,45236.0,0.484,0.479,0,6.7,0
44.0,59189.0,0.052,0.199,0,7.9,0
36.0,44964.0,0.222,0.276,0,2.8,1
34.0,42497.0,0.178,0.247,0,4.1,1
50.0,63797.0,0.126,0.186,0,3.4,0
58.0,115545.0,0.333,0.504,2,3.6,1
62.0,58249.0,0.146,0.221,0,6.7,0
56.0,95999.0,0.288,0.447,0,2.4,1
39.0,73925.0,0.249,0.462,0,4.9,1
44.0,93170.0,0.201,0.346,0,5.5,0
49.0,39940.0,0.266,0.007,0,4.3,0
41.0,48851.0,0.316,0.819,1,5.7,1
42.0,48953.0,0.447,0.297,1,2.0,0
50.0,71192.0,0.054,0.388,1,4.2,0
39.0,80516.0,0.052,0.457,0,7.3,0
31.0,57672.0,0.123,0.116,1,7.8,0
35.0,83982.0,0.242,0.188,0,1.8,0
48.0,40877.0,0.178,0.573,0,7.5,1
40.0,84347.0,0.213,0.644,0,4.8,1
44.0,90031.0,0.526,0.083,0,9.9,0
48.0,76020.0,0.025,0.852,0,1.5,1
36.0,57935.0,0.132,0.346,2,3.5,1
49.0,77394.0,0.252,0.249,1,5.6,1
45.0,34648.0,0.045,0.102,0,9.7,0
25.0,59825.0,0.498,0.107,1,3.1,0
57.0,62960.0,0.703,0.339,0,6.4,1
34.0,27868.0,0.07,0.101,0,7.4,0
20.0,68685.0,0.127,0.596,1,3.8,1
27.0,29016.0,0.269,0.371,1,4.5,1
28.0,43741.0,0.369,0.308,0,8.5,0
41.0,55264.0,0.196,0.46,0,5.7,1
37.0,37595.0,0.491,0.167,0,2.9,1
36.0,56459.0,0.484,0.591,1,3.7,1
47.0,56010.0,0.344,0.495,0,0.7,1
44.0,35951.0,0.328,0.137,0,3.9,1
44.0,71969.0,0.139,0.133,0,7.5,1
45.0,36972.0,0.195,0.391,1,8.5,1
47.0,170074.0,0.208,0.127,0,14.5,0
18.0,51290.0,0.133,0.193,0,3.2,0
36.0,30162.0,0.372,0.718,0,5.1,0
18.0,33118.0,0.177,0.354,0,2.9,0
40.0,96162.0,0.084,0.406,1,2.4,1
40.0,44153.0,0.145,0.469,0,3.4,0
53.0,27395.0,0.281,0.349,2,10.7,1
54.0,83022.0,0.565,0.355,2,13.4,1
42.0,44012.0,0.484,0.57,0,1.3,0
34.0,75110.0,0.434,0.716,0,5.7,1
46.0,86490.0,0.172,0.14,0,2.7,1
34.0,62145.0,0.198,0.684,0,2.2,1
40.0,179504.0,0.133,0.656,0,1.4,1
52.0,22871.0,0.355,0.284,1,3.0,1
33.0,35991.0,0.081,0.593,0,3.5,1
50.0,47668.0,0.201,0.456,1,10.0,1
48.0,167810.0,0.095,0.296,0,3.6,0
29.0,133119.0,0.304,0.353,1,12.4,1
52.0,103192.0,0.422,0.556,2,0.9,1
48.0,36422.0,0.181,0.206,1,10.8,0
41.0,38609.0,0.054,0.148,1,5.4,1
31.0,35801.0,0.419,0.639,0,15.6,1
30.0,36618.0,0.203,0.46,0,7.5,0
34.0,114274.0,0.23,0.467,0,0.4,0
47.0,47960.0,0.207,0.408,1,3.2,0
29.0,51239.0,0.371,0.734,0,4.1,0
45.0,79793.0,0.158,0.658,0,6.5,1
25.0,23582.0,0.089,0.735,0,12.0,1
38.0,55621.0,0.427,0.889,1,5.3,1
41.0,31306.0,0.084,0.309,0,2.9,1
69.0,46760.0,0.154,0.238,1,8.3,0
23.0,40408.0,0.249,0.372,1,4.7,0
58.0,39380.0,0.225,0.465,0,4.9,1
42.0,60645.0,0.505,0.477,2,2.6,1
45.0,60513.0,0.296,0.251,0,2.0,0
41.0,48537.0,0.511,0.452,0,5.8,1
45.0,65208.0,0.428,0.318,1,7.9,0
38.0,35091.0,0.375,0.608,0,5.5,1
57.0,76175.0,0.323,0.146,1,6.5,0
35.0,48869.0,0.098,0.114,0,10.1,1
54.0,42539.0,0.028,0.447,1,6.9,0
32.0,36411.0,0.369,0.499,0,7.5,1
39.0,48017.0,0.103,0.114,1,16.1,1
27.0,138043.0,0.388,0.082,0,4.5,0
45.0,52488.0,0.343,0.4,0,5.8,0
57.0,30571.0,0.098,0.265,1,5.5,0
39.0,85769.0,0.447,0.164,0,0.5,1
38.0,42789.0,0.149,0.519,1,5.6,0
27.0,62435.0,0.034,0.27,0,6.9,0
37.0,40021.0,0.217,0.801,1,14.4,1
21.0,102784.0,0.154,0.627,0,7.2,1
29.0,40321.0,0.377,0.557,0,4.1,1
43.0,108981.0,0.27,0.584,0,5.6,1
56.0,32060.0,0.019,0.464,1,3.0,0
74.0,46796.0,0.126,0.618,0,6.7,1
33.0,109098.0,0.568,0.258,2,3.3,1
57.0,58929.0,0.153,0.719,1,11.3,0
43.0,168676.0,0.228,0.465,0,6.7,1
38.0,47355.0,0.055,0.31,0,4.3,1
45.0,61606.0,0.04,0.186,0,4.4,1
41.0,140445.0,0.278,0.495,0,1.4,0
41.0,25414.0,0.142,0.57,0,6.0,1
35.0,23888.0,0.184,0.482,0,2.6,0
23.0,36397.0,0.224,0.584,0,3.9,0
21.0,81364.0,0.13,0.217,0,3.7,0
48.0,24223.0,0.264,0.678,1,12.7,1
37.0,73023.0,0.528,0.18,0,7.6,1
33.0,70499.0,0.267,0.615,0,4.8,1
40.0,148330.0,0.157,0.638,0,10.8,0
50.0,91376.0,0.046,0.366,0,5.9,0
42.0,64992.0,0.406,0.375,1,5.3,1
32.0,106891.0,0.022,0.26,0,0.9,0
55.0,70930.0,0.078,0.521,2,1.3,0
59.0,43043.0,0.336,0.206,0,3.5,1
46.0,30568.0,0.421,0.446,1,7.4,1
52.0,40754.0,0.23,0.315,0,13.1,0
55.0,53102.0,0.355,0.427,0,15.9,1
54.0,59131.0,0.127,0.669,0,10.6,0
47.0,18628.0,0.057,0.604,0,6.1,1
47.0,48544.0,0.248,0.251,0,7.5,1
46.0,54956.0,0.483,0.224,2,14.6,0
27.0,71237.0,0.246,0.295,0,5.6,0
48.0,122198.0,0.374,0.542,1,5.0,1
24.0,59446.0,0.623,0.605,0,4.9,0
30.0,34380.0,0.123,0.463,1,3.3,1
56.0,21828.0,0.102,0.311,0,7.4,1
50.0,76382.0,0.231,0.578,0,4.0,1
58.0,35082.0,0.21,0.126,1,4.6,1
37.0,83568.0,0.265,0.953,1,3.7,1
26.0,108957.0,0.122,0.427,0,1.6,1
37.0,25033.0,0.023,0.46,0,11.4,0
41.0,71464.0,0.153,0.875,0,4.9,1
41.0,103395.0,0.189,0.319,0,5.8,0
54.0,90176.0,0.468,0.11,0,3.8,1
